Paper,ConferenceEdition
133085,9047448abs/1112.34262011
936855,9047448abs/1606.027002016
309206,9047448abs/1706.027252017
360807,9047448abs/1602.008442016
928409,9047448abs/1407.36642014
799784,904653071991
421422,9047448abs/1710.025692017
559893,9047448abs/1703.009892017
1181804,90465391552018
38724,9047448abs/1610.095002016
974671,9047448abs/0710.47612007
209345,9047448abs/1811.044932018
1029365,9047448abs/1602.059502016
785298,9047448abs/1110.29072011
1044411,904727884832018
885515,9047448abs/0903.47382009
219364,9047448abs/1806.036452018
155659,9047010132018
823770,9047448abs/0805.30912008
1046026,9047448abs/1608.078762016
589119,9047200352002
1181988,9047109301999
997144,9047448abs/1210.17532012
737557,9047448abs/1511.076112015
1010192,904693911978
214424,9047448abs/1805.106162018
488925,9047448cs.CC/02120092002
855192,9047448abs/1811.023632018
97682,9046545412003
241396,9047448abs/1612.008372016
994512,9047448abs/1010.29432010
699494,9047448abs/1102.39192011
207548,9047448abs/1602.001102016
1109595,9047157222015
1062219,9046541252015
832369,9047262152001
1007849,9047448abs/cmp-lg/94040041994
834286,9046718412017
382727,9047448abs/1901.114112019
766006,9047448abs/1806.089012018
977481,9047448abs/1509.083532015
300269,904673020072007
578013,9047448abs/1706.101172017
818690,9047448abs/1812.080952018
1195292,9047145212004
177523,9047448abs/1702.082832017
1155263,9046698371996
1115669,9047448abs/1806.097702018
1216184,904665272009
899680,9047448abs/1812.070992018
62792,9047448abs/1208.14012012
298038,9047448abs/1804.007792018
517915,9047448abs/1611.030652016
189559,904727870862014
779047,9047448abs/1804.028172018
1107374,904737972005
1063513,9047448abs/1505.000362015
1128809,9047448abs/1803.087472018
752407,9047324122018
796803,9047448abs/1806.092782018
783840,9047448abs/1606.023602016
705328,9047448abs/1710.115492017
160894,9047448abs/1511.060042015
281389,90474173422016
1058318,9047448abs/1811.113102018
446354,9046750441996
976701,9047448abs/1503.025162015
1139355,904727883322018
1144172,9047448abs/1210.15242012
935981,9047074312001
580879,9046783362004
936515,9047448abs/1210.63952012
749885,9047448abs/1805.079322018
979297,9046830412012
1098623,9046812901999
519985,9047448abs/1704.064562017
572037,90469922322013
728349,9047448abs/1609.043752016
566220,904664692018
659092,9046926252011
792312,9046801191992
740839,9047448abs/1309.18842013
340085,9047448abs/1111.54832011
558642,9047448abs/1306.05552013
891071,9046868672017
521199,9047448abs/1211.57382012
175049,9047448abs/1601.042762016
447204,9046597151996
793401,9047448abs/1306.17512013
978265,9047448abs/1108.40342011
912331,9047448abs/1811.026582018
662286,9047448abs/1301.38922013
775995,9047448abs/1601.067042016
430300,9047448abs/1810.016222018
379631,9047448abs/1608.011012016
43560,9047448abs/1808.098092018
6871,9047448abs/1404.39182014
982072,904673422007
175162,9047448abs/1112.56712011
32266,9047448abs/1512.056532015
575885,9047448abs/0804.18882008
927885,9047448abs/1403.33122014
457956,9047448abs/1605.007602016
435001,9047448abs/1107.29002011
880763,9047448abs/1304.53302013
673171,904660781995
316359,9047448abs/1705.018262017
493732,904727361983
1102569,9047448abs/1406.03782014
181801,9047448abs/1803.077712018
854393,9047448abs/1607.050172016
769932,9047448abs/1506.068792015
399644,904727828512000
54080,90472785051973
1209093,9047007222014
838672,9047448abs/1707.053872017
323092,9046859111992
271909,90474172172012
1212441,9047448abs/1607.066572016
452400,9047448abs/1504.004422015
844274,9047448abs/1606.060322016
499292,9047448abs/1501.008822015
412358,9046630102014
138968,9047448abs/1808.060122018
707160,9047448abs/1803.099032018
963862,904725082014
57168,9047448q-bio.NC/03100252003
289353,9047448abs/1710.054222017
392412,904653011984
1136530,9047448abs/1810.022542018
965099,9047448abs/1804.004652018
963160,9046547152017
1033639,9047448abs/1609.020862016
993768,9047448cs.CY/01091042001
848776,9047448abs/1704.014822017
680866,9047448abs/1106.33552011
41407,9047448abs/1306.55332013
583957,90466221051995
476962,9047448abs/1506.060242015
97990,9047088181998
238602,9047448abs/1703.058592017
984207,9047318862005
423415,9047448abs/1703.093022017
3762,90471152372014
51703,9047448abs/0902.15872009
628683,9047448abs/1210.71562012
305717,904676462015
112667,9047448abs/1503.020902015
285428,9047448abs/0801.09692008
380745,9047169812006
922121,9047448abs/1008.15712010
390734,9047448abs/1206.56892012
757660,9047448abs/1703.102842017
246181,9047448abs/1208.16392012
1197072,9047448abs/1810.027202018
430177,90466671482016
418192,90468011262016
4218,9047448abs/1707.071612017
1162466,9047448abs/1803.053112018
43242,9047448abs/1510.050282015
634598,904664420102010
3051,904700381982
995932,9047448abs/1302.08972013
539937,9047382302012
978250,904727472015
1197030,9047448abs/0804.23462008
160449,9047448abs/1604.002992016
1112219,9047448abs/1211.29632012
408200,9047448abs/1802.093592018
133979,9047064962016
245943,9047125852016
219607,9047448abs/1709.001032017
344077,9047448abs/0810.30762008
1199277,904718612012
933154,9047448abs/1406.26162014
605271,9047361202015
968889,9047448abs/1203.32402012
466079,9047448abs/1610.062492016
1037351,9047448quant-ph/03041142003
638731,9046844152005
420546,9047448abs/1310.05042013
349514,9047448abs/cs/06070162006
488311,9046750391994
1076432,9046968712002
1132291,9047448abs/1805.010932018
1010076,9046979112011
492519,9047448abs/1812.074522018
114021,90466221282001
426664,9047448abs/1308.05832013
1149249,9047092151976
8998,9047448abs/cs/06070642006
76791,9047448abs/1201.16662012
1045541,9047448abs/1510.003542015
660667,9047448abs/1203.12512012
145224,9047448abs/1305.57572013
246298,9046591801982
491286,9047405102000
187019,9046791692005
886136,9047448abs/1706.029852017
1139374,9046721432017
86171,9047448abs/0810.16502008
710036,9047326292007
773277,9046751261982
972709,9047448abs/1709.076042017
499819,9046530582016
301144,9047448abs/1806.063282018
163709,9047448abs/1403.11852014
392242,9047374432008
110907,9047114621984
708074,9047448abs/1901.020502019
393696,9047448abs/1802.025652018
64508,9047448abs/0810.54072008
923742,904671952008
231838,9047081311995
1123035,9047448abs/1706.005442017
1041814,9047448abs/1610.028012016
804310,90473421292003
423801,904739932012
100505,904727311977
1164016,9046868822017
776871,9047448abs/1004.31352010
303769,904727581997
147549,9047448abs/0811.00482008
1184841,904654382000
924153,9047448abs/1604.082742016
1172697,90473421982016
260457,9046787132017
161445,9047448abs/1808.061702018
455414,90471151441998
606294,9047448abs/1809.014482018
1146630,9047448abs/1503.091562015
343656,9047448abs/1809.100242018
264660,9047448abs/1210.66312012
15961,9047448abs/1002.45832010
149156,9047448abs/1803.012652018
920842,9047448abs/1812.072032018
900733,9047448abs/1708.007332017
1070281,9046535612013
916109,9047448abs/1208.02002012
851200,904727829122000
773974,9047448abs/1310.01852013
1096014,9047448abs/1407.27042014
658961,9047448abs/1710.034142017
1177005,9047114641985
915324,9047448abs/1607.041432016
321333,9047448abs/1812.109772018
125015,9046597362003
918155,90471251142018
58059,904714292017
339387,9047448abs/1008.16112010
899520,9047448abs/1506.049112015
116033,90470462212008
756868,9047448abs/1112.34562011
355541,9047448abs/1705.003172017
371346,904725211991
969878,9047448abs/1811.047492018
360063,90473231092000
366001,9047405282018
891051,9047448abs/1809.005352018
860567,9047448abs/1104.30542011
371202,904665771995
519414,9047448abs/0705.19702007
128880,904665262008
599,9047448abs/1112.37262011
817952,9047448abs/1311.23552013
780602,9047448cs.CC/03050022003
108136,90472091032016
876454,90473511072012
21243,9047118632002
1007764,9047448abs/1611.066712016
669979,904652962009
651174,9047448abs/1812.008742018
34197,9047448abs/1605.093992016
974125,9047448abs/1606.031942016
600507,9047152482014
1151563,90468122662018
1025462,9047448abs/1805.089522018
808525,9047448abs/1602.082902016
1183657,9047203241992
212500,9047448abs/0712.40152007
31504,9047448abs/1308.07772013
1164047,9047448abs/1607.054412016
330774,9047448abs/1203.36602012
199439,9046591561976
957483,9046973112016
850749,904742542012
919602,9047448abs/1209.46082012
328251,9047448abs/1408.24302014
208777,9047448abs/1004.34122010
1221725,904687431972
1178963,9046528862017
262185,904725672000
914920,9047448abs/1411.61972014
1026003,9047448abs/1702.034672017
693896,9047025512016
335573,9047169531999
965184,9047448abs/1811.038412018
632913,9046876262001
794003,9047092341992
311227,9047448abs/1801.075612018
660814,9047448abs/1011.64912010
878518,9047448abs/1611.042792016
201161,9047448abs/1901.009042019
1190875,904673222001
921363,9047448abs/1803.028702018
423468,9047448abs/1112.63352011
1073735,9047448abs/1105.15182011
999932,9047448abs/1805.089302018
709128,9046597241999
782234,9047448abs/1208.35762012
837618,9047448abs/1712.028892017
422043,9046876372012
691135,9047256242017
1054164,9047196242012
30885,9047448abs/1901.091932019
882621,9047448abs/0705.24352007
1172432,9046553372017
178536,9047448abs/1807.048392018
541807,9047448abs/1802.101712018
967536,9047448abs/1711.078632017
1094044,9047448abs/1405.44132014
11502,9047448abs/1605.063272016
305562,904687352013
319869,9046987102005
1185856,9047448abs/1810.080362018
834244,9046566922018
534165,904671722009
473376,9047448abs/0809.47922008
1225551,9047419231984
863864,9046841142018
1006056,9046709242017
601469,9047448abs/1901.113742019
823011,9047101182018
900762,9047448abs/1608.085742016
325979,9046830802015
202150,904727814911993
169738,9047448abs/1603.043952016
1086441,9046531292012
586742,904676492016
797387,9046764172018
87726,9047448abs/1709.081492017
1054657,9047448abs/1802.041742018
1098596,9047061162010
396525,9047448abs/1806.032152018
796022,90466083572018
817858,904738592017
144024,9046696151981
158660,9047448abs/1701.020432017
648105,904664031992
58200,9047448abs/1812.091622018
556752,9047045162011
552762,9047364661994
435846,9047438212004
1070595,9047448abs/1602.073872016
143665,9047448abs/1603.060752016
378958,904727828062000
539233,904658992013
259480,9047448abs/1302.09732013
258189,9046783372005
1028949,9047448abs/1202.28262012
292868,9047448abs/1610.080732016
500436,904739011992
725463,9047448abs/1203.45802012
497072,9047448abs/1211.68682012
1119922,9047431292007
14504,9047448abs/1701.024852017
738526,9047448abs/1805.048862018
859164,9047448abs/1706.009312017
179248,9047448abs/1107.34412011
932856,904702020172017
494755,9047448abs/1810.122102018
1188757,9047448abs/1209.01132012
482775,9047448abs/1811.101582018
937452,9047448abs/0909.48882009
208621,9047448abs/1310.15102013
55139,9047448abs/1312.52312013
1016991,904678092016
26061,904653241997
552062,9047448abs/1406.18812014
898807,9047448abs/1202.52332012
190067,9046945282018
1031209,9046922122016
126786,9047448abs/1808.073902018
64732,9046732162015
494891,9047448abs/cs/05050382005
26134,904722152001
752717,904711411958
865162,9047448abs/1501.004912015
701726,9047448abs/1804.042642018
107143,904660771994
553920,9047448abs/1708.079752017
239651,9047448abs/1110.27532011
398113,904723492012
63456,904727874612015
557937,9046612462000
531310,9047448abs/1812.002682018
1074887,9047448abs/1202.27592012
210161,9047448abs/1707.090552017
1157076,9047448abs/1810.055522018
1112366,9047448abs/1405.75202014
1005192,9047448abs/1805.124802018
825630,9047448abs/1806.012252018
936507,9046682122013
902705,9047448abs/1202.35052012
626348,9047448abs/1808.095482018
150160,904714012012
736093,9047030402014
486987,9047448abs/1711.101112017
569051,904738432007
644742,90474171171999
146854,9047448abs/0911.47922009
789486,9047448abs/1309.37522013
909677,9047448abs/0905.09762009
768995,9047448abs/1106.25932011
756352,904728771990
363049,904655052016
137058,9047448abs/1302.52352013
82467,9047448abs/1108.45082011
354250,9047448abs/1111.62782011
1104874,9047448abs/1712.024002017
277117,9047448abs/1404.46062014
972368,9047448abs/1804.051012018
890637,9047448abs/1307.83352013
233534,904729572013
167543,9047448abs/1404.28912014
1172470,9047448abs/1403.19062014
794188,9047448abs/1810.068182018
511263,9047448abs/1806.007872018
1078350,9047448abs/1706.045822017
1012279,9047379202018
1012342,9046917362007
890720,9047448abs/1812.062972018
339017,9047448abs/1706.102912017
815388,9047448abs/0906.16732009
1170145,9047448abs/1810.068262018
474343,9046847132002
525329,9047109372000
752650,9046858192013
1068889,904734352014
832022,904737962004
368687,9047448abs/1702.031522017
590114,9047448abs/1209.28752012
707573,9047448abs/0810.16482008
136205,9047448abs/1812.047872018
182133,9047448abs/1706.003962017
1220201,9047448abs/1610.000582016
974019,9047448abs/1807.114732018
212150,9047448abs/0903.23612009
437712,9047390222013
656940,9047448abs/1307.46772013
332711,904687791985
704454,9047448abs/1604.079392016
869979,90466671082012
733542,9047283272017
579965,904725271997
679761,9047448abs/1211.10432012
1126202,904742642000
69333,9047448abs/1411.45162014
1044706,9047448abs/0906.39462009
454092,90470881022018
967596,9047448abs/1710.030062017
406638,9047448abs/1006.34422010
965298,9047448abs/1504.021152015
996903,9047353122013
141410,9047448abs/1603.074382016
534928,904693322009
58968,9047448abs/1608.082652016
977556,904730622015
336800,9047448abs/1210.23802012
99537,9047448abs/1703.107392017
802534,9047448abs/1805.048282018
772366,9047448cs.CL/03070302003
1130373,90473232942017
140187,9047448abs/1812.016402018
1198937,9046992871997
833529,9047448abs/1803.006072018
513912,9047448abs/1808.075182018
1183173,9047448abs/1605.058472016
221824,9047272592017
670535,9047448abs/1810.023382018
819050,9047448abs/1805.011742018
1027426,9047448abs/1310.64052013
442877,904727877062015
497243,90468121392005
611783,9046639281994
538224,904727882682017
334280,9047448abs/1811.072662018
844035,9047448abs/1002.01392010
1171104,904724832014
749692,9047448abs/1707.085142017
379073,9046852152017
460291,9047448abs/1107.30192011
916900,904727870952014
909613,9047448abs/1404.51732014
1048710,9047448cs.AI/94021031994
533103,9047448abs/cs/06030542006
975782,9047448abs/quant-ph/06020632006
574697,9047448abs/1009.19832010
1166482,9047448abs/1812.028612018
1002540,9047448abs/1810.131872018
928628,9047195352005
54330,904727817781995
974852,9047448abs/1005.56282010
1031263,904653382016
233957,904734362015
601468,9047448abs/0711.35802007
915730,9047448abs/0707.46592007
995533,9047448abs/1407.82422014
652214,9047249342001
57762,9047448abs/1901.108882019
126424,9046690252018
972599,9047448abs/1107.42182011
1097551,9047448abs/0808.02472008
345803,904667582006
1141589,9047448abs/1707.017322017
54681,9047448abs/1605.085112016
476941,9047448abs/1305.51892013
657948,9047448abs/1804.044382018
1133451,9047448abs/1502.017052015
363937,9047448abs/1307.34482013
1037931,904657012009
24785,904740521992
355778,9047448abs/1109.52422011
90280,9047448abs/1708.079202017
310107,9047448abs/1411.76122014
497571,9047448abs/1709.067642017
870976,9047448abs/1804.108172018
615456,9047448abs/1811.075942018
1228346,9047448abs/1101.45542011
198191,9046827121998
1165600,9047208181996
834174,9047448abs/1809.088852018
300733,90469923232017
566885,9047448abs/1802.054272018
50049,904688692004
125091,9047448abs/1811.020542018
668648,9047448abs/0803.36452008
776657,90466082212007
269235,904672732017
868160,9047448abs/1601.073002016
702015,9047448abs/1612.007342016
818885,9047448abs/1703.097072017
753156,9046771151988
675476,9046657302019
45695,9047448abs/1704.066112017
567568,9047448abs/1106.37912011
423714,9047164102013
1044964,9047312632006
482376,9047448abs/1107.13472011
194407,9047327131999
862113,9047448abs/1612.060562016
633339,904671792015
1211902,904659871997
585783,9047448abs/cs/04121012004
705244,9046872212019
503689,9047448abs/1211.61822012
1806734,9047448abs/1001.35932010
136468,9046524392003
1184094,9047448abs/1507.043092015
407125,904741172016
10106,9047448abs/1708.030272017
158060,9047448abs/1802.082342018
182381,90468121862011
189680,9046957172011
1250,9047448abs/1503.088472015
451772,9047448abs/1504.078632015
254317,9047326532015
411823,9047448abs/1507.050532015
242763,90473422082016
110363,9047448abs/1805.084542018
879082,9047448abs/1809.073752018
431757,9047448abs/1801.103182018
139568,904727826381999
598826,9047448abs/1706.004652017
984946,9047448abs/1503.055712015
811825,9047419251986
1209162,9046750481998
284231,9047448abs/1708.051562017
1067712,9047448abs/1710.109912017
870186,9047448abs/1306.01122013
466522,9047448abs/1706.020362017
421645,9047448abs/1901.090502019
801475,9046964422017
1033990,90469923582019
66594,9046731132001
631609,9047448abs/1901.110902019
827568,9047448abs/1708.054802017
711665,9047448abs/1705.016612017
115474,9046891542015
1100316,9047448abs/1710.107182017
1012061,9047448abs/1708.001432017
248739,904689331996
828825,9047448abs/1102.26272011
358631,9047448abs/0902.23672009
276902,904727829262000
295766,9046844242014
1104279,904714892014
324390,9047448abs/1205.08312012
965070,9047448abs/1211.19582012
742480,9047448abs/1211.42542012
1115857,9047312582001
146079,9047448abs/1712.101102017
1197270,9046768302014
641405,9047448abs/1405.40412014
885905,9047448abs/0906.49732009
433473,9047448cs.RO/02120272002
222546,9047448abs/1511.037762015
197887,9047088101994
515528,9047448abs/1208.27242012
711636,9047448abs/1802.075102018
1130915,904668521987
120244,9047431372011
354541,9046709162009
917325,9047448abs/1811.031202018
969699,9047448abs/0810.01542008
224920,9047448abs/1312.59142013
1082099,9047448abs/1711.024132017
164179,9047243102012
879717,904727462014
668783,9047047172009
512117,9047448abs/1304.40452013
345195,904702741994
919937,9047210111991
129959,9047448abs/cs/06110392006
652138,904727813101992
727685,9047448abs/1711.089742017
45748,9047448abs/1704.078282017
85571,9047448abs/1104.11842011
663956,9047448abs/1010.60322010
81059,9047448abs/1302.51772013
363121,9047448abs/1505.030062015
1198025,9047448abs/1502.062542015
453313,9046675172014
22631,9047448abs/1406.34952014
279680,9047342601995
197544,90470462062008
630481,904738912007
435956,9047448abs/1311.57282013
723097,90474172492013
207246,9047448abs/1811.112422018
46847,9047448abs/cs/06040532006
1178016,9047448abs/1708.035352017
969988,9047448abs/1103.38372011
274111,904693852013
1172589,9047448abs/1412.68212014
435425,904685322010
618976,9047448abs/1611.090102016
925709,9046874621993
582917,9047448abs/1502.045452015
1169358,9047448abs/1810.083322018
298025,9047448abs/1607.069612016
1175877,9047448abs/1802.023502018
14222,9046801792014
350076,9047448cs.DS/04030282004
88527,904687312009
1065872,9047448abs/1809.106172018
181393,9047441301998
404440,9047115761988
671786,9046638402006
429846,9047448abs/1709.016342017
419017,904727848592007
51291,9047448abs/1603.054122016
447043,9047061142008
1063733,90472251162015
352610,9047448abs/1401.57752014
512206,9046999232008
695032,9047448abs/0711.20872007
87729,9047448abs/1502.018032015
94333,9046889101993
1181950,9047448abs/1804.103232018
1006585,90473232642015
1019516,9047448abs/1606.073152016
454099,9047448abs/1212.47992012
479981,9047448abs/1709.026412017
277,9047448abs/1711.005022017
193465,9047448abs/1308.41862013
8654,9046939712015
871931,9047448abs/1612.048852016
1034837,9047361412018
130861,9046876352010
226672,9047450632014
941095,9047448abs/1304.58622013
1139870,9047448abs/1802.092102018
404445,9047448abs/1512.076542015
1124757,9047448abs/1510.068272015
907973,9047448abs/1811.072792018
149241,9047448abs/1108.00132011
1090394,904677352010
144729,9047448abs/1508.009862015
929670,9047242252015
855903,9047380132017
185856,9047448abs/1712.016642017
751813,904699062014
338205,9047448abs/1801.005432018
559046,9047363242017
610141,90473641052006
87252,9046698501998
679041,9046690122005
1115821,9047448abs/1712.041722017
414767,9047448abs/1810.091422018
862840,90473421272003
366527,9047448abs/1706.086292017
574752,9047286521999
295011,9047411132017
62760,9047448abs/0806.14392008
1000869,9047448cs.DS/01020072001
634789,9047448abs/1309.25932013
221785,9047448abs/1810.052812018
288278,90468011602018
47292,9047448abs/1405.56412014
159332,90466951922015
362213,904677191980
953915,90466221001994
834068,9047448abs/1504.035042015
776995,904733962006
693466,90470462832012
1097004,9047448abs/1404.74582014
241018,9047448abs/1603.060182016
1199157,9047448abs/1805.118832018
1088002,904675662012
1094463,9047448cs.LO/98100011998
439973,9047448abs/1705.071142017
800808,9047448abs/1810.055642018
1220666,9047448abs/1311.07102013
466231,9047448abs/1811.028872018
587410,9047448abs/1803.050462018
498123,9047448abs/1405.78742014
577378,9047448abs/1704.041372017
345600,9047448abs/1609.001102016
752446,9047256182011
81203,90469351202003
21321,9047297212006
344754,9046539392013
501729,9047448abs/1508.035752015
819864,9047114581983
1098931,904727837262004
1088914,9047448abs/1511.038122015
1170268,9047448abs/0808.09802008
253026,9047448abs/1407.15202014
424094,9047448abs/1302.49442013
221094,9047448abs/1504.070192015
98545,9047448abs/1102.18892011
659838,9047448abs/1710.066992017
995459,90466221652008
460351,9047127242008
453157,9046856292006
201770,9047448abs/1310.73242013
249830,9047448abs/1407.23792014
1183896,9047019462013
1140884,9046898442014
666120,9047448abs/1812.002352018
558480,9047448abs/0906.47472009
436087,9046537222009
114420,9047448abs/1611.082082016
1014294,9047448abs/1107.15452011
679075,9047448abs/1511.076632015
96115,9046696472013
822157,904727820541996
875961,90473421142001
726575,9047448abs/1401.45282014
753145,9047448abs/1008.13382010
1213209,9047448abs/1412.64072014
649409,9047448abs/cs/07031082007
365157,9047448abs/1305.43192013
581170,9047448abs/1802.090592018
439968,9047448cs.LO/01060342001
135544,9047448cs.CG/00080102000
566113,9046874177-1792012
646157,9047448abs/1301.18942013
859135,9047448abs/1203.22732012
117754,9047448abs/1207.04212012
1041268,9047448abs/1811.077912018
875213,9047169992011
1138210,9047448abs/1212.52502012
226588,9047338102010
1126526,9047448abs/0911.41992009
766407,9047448abs/0802.21572008
788112,9047448abs/1703.059532017
677027,9047448abs/1610.005412016
1154010,904727839462004
875529,9047448abs/1806.040102018
934062,9046601101997
1124360,9047448abs/1708.060462017
717537,9047448abs/0811.37232008
350167,9047448abs/1711.021862017
1046340,904709812014
840375,9047448abs/1707.022672017
1058836,9047448abs/1606.078732016
528602,9046689801996
811401,904721942011
361637,9047448abs/1811.072082018
177309,9047448abs/1709.027072017
151271,9047448abs/1402.65102014
787382,9047448abs/1808.083192018
13257,904678462004
1221761,9047073192006
298718,9047448abs/1608.051002016
128932,9046874841996
503192,90466221962019
1015378,90470462862012
610563,9046827212007
867329,9047448abs/1804.019322018
1139535,904727846352006
337779,9047448abs/1001.16582010
1209917,9047448cs.CY/03100182003
881340,9047448cmp-lg/97070131997
631869,9047448abs/1607.032962016
1008975,90470462462009
546769,9047448abs/1305.17452013
815814,90466082972015
204318,9047448abs/1211.17682012
47994,904727817021994
505072,904668232004
522419,9047448abs/1208.16722012
536973,9047318351988
354118,9047448abs/1806.045562018
301277,9047081181982
18778,9047448abs/1805.056722018
94249,904664622011
735830,9047448abs/0807.44792008
766887,904736212006
1178098,9047277662014
1174135,9046903742017
5608,9047448abs/1412.05012014
1025893,9047448abs/1308.21222013
651891,9047448abs/1707.047572017
975701,904727823461998
586120,9047448abs/1209.59782012
451646,904704420192019
1156481,9047448abs/1106.45792011
914794,90466671312014
855386,9047448abs/1707.099042017
1013984,9047448abs/1707.043522017
959820,9047448abs/1305.16092013
869043,90470461242005
410695,9047448abs/1501.076762015
544630,9047225681998
715887,9047038102010
562103,9047448abs/1710.030462017
681923,9047318702000
884651,9047448abs/1709.053682017
151236,9047329252012
173632,9047448abs/1604.042202016
685664,9047448abs/1901.074572019
291434,9047336812016
117479,9046834472018
202817,9047448abs/0706.40352007
325881,9046801141990
616038,9047448abs/1810.024952018
834206,9047448abs/1303.20712013
201498,9047448abs/1804.014662018
1007499,9047448abs/1511.068302015
189978,9047448abs/1410.67262014
979178,9047448abs/1901.063552019
178963,9047448abs/1104.53352011
791753,9046939832016
349238,904727875742015
914802,90469351922015
820961,9047448abs/1706.074092017
1462814,9047448abs/1502.001862015
668942,9047448abs/1004.35472010
720390,9047448abs/1302.03282013
1212977,9046589152019
1031924,9047016102005
949575,9047448abs/1805.083572018
565945,9047448abs/1202.13072012
8016,9047448abs/1501.028342015
957813,9047448abs/1504.011692015
163289,9047448abs/1405.12502014
780713,9047448abs/1308.37002013
386623,9047448abs/1807.086252018
69557,904717320122012
1093634,9047026102011
196893,9047448abs/1407.09012014
1038942,9047448abs/1104.03552011
554503,9047448abs/1805.085252018
1114600,904727817881995
312652,9047046952004
675808,90468741412002
12190,9047448abs/0709.00352007
251976,9046851352014
353427,904727862872011
214496,90473422452018
559276,9047448abs/1105.24162011
361458,9047448abs/1409.84932014
9959,9047448abs/1111.56842011
350170,9047448abs/1807.078382018
330075,9047448cs.CR/04020462004
1072534,9047448abs/1709.073262017
818719,9047448abs/1311.56772013
58935,9047448abs/1804.051662018
348701,90472491032017
671837,9047448abs/1410.57922014
978366,9047448abs/1203.60962012
70869,9047448abs/1811.038322018
713778,9047448abs/1601.003502016
368691,9047448abs/1712.097922017
487893,9047243242017
1085303,9047448abs/1803.072062018
1101508,9047364892001
342199,9047448abs/1412.15202014
409166,9047448abs/1605.023552016
458244,9047448abs/0808.04412008
577484,9047448abs/1809.052982018
1128294,90469391062017
607684,9047318942008
799036,9047019772016
818566,904701821963
12298,90466082152006
75461,9047448abs/1610.065102016
195728,9047448abs/1210.20902012
252118,9047448cs.CC/02080262002
99288,9047448abs/1805.084202018
849462,9047448abs/1703.046502017
506085,9047448abs/1206.37132012
1185964,9047448abs/1512.062852015
137166,904682532007
295465,9047448abs/1806.058842018
143116,9047448abs/1307.29872013
149757,9047448abs/1411.58612014
269622,9047448abs/1510.052452015
1200774,9047448abs/1006.31282010
326951,9047448abs/1707.057112017
729538,9047448abs/1806.016232018
566725,90468011312016
312345,9047448abs/1107.57742011
1204032,9047448abs/1102.03722011
1212539,9047448abs/1810.098032018
1175598,9047448abs/cs/05040592005
1210424,9047448abs/1610.029672016
541043,9047114561983
900196,9046827192005
673326,904727879492016
351951,9047221122003
698783,9047448abs/1606.079502016
91922,9047448abs/1801.063682018
168828,9047448abs/1001.08242010
512480,9047448abs/1702.086942017
85101,9047448abs/1612.090292016
489212,904727817961995
1065862,9047448abs/cs/06060012006
876244,9046856362008
1195631,9047448abs/1602.008832016
352540,904702482001
891383,9047448abs/1807.113342018
971880,9047448abs/1201.21182012
695610,9047448abs/1309.22502013
80303,9047448abs/1203.46002012
515305,9047448abs/1301.13342013
487098,9047448abs/1704.003252017
832822,9047448abs/1811.085722018
542308,9047213102016
830469,9047448abs/1707.057542017
2677,90472782101971
29561,9047448abs/1504.058722015
743870,9047249572006
68994,9047448abs/1703.097832017
248555,9047448abs/1311.11622013
82200,9047448abs/1106.17162011
1213874,9047448abs/0706.10512007
1047144,9047448abs/1810.101392018
412062,9046790302008
300895,90470191002018
322958,9047448abs/0710.47102007
323087,9047448abs/0709.04922007
558295,9047448cs.LO/03010082003
953371,9046677281998
1220560,904727856072009
669868,9047041292017
725641,9047448abs/1510.035922015
1032154,9047010102015
1216982,904690791999
1144933,9047448abs/1202.09582012
982671,9047448abs/1412.53662014
1039886,9047448abs/1505.075482015
560449,9047448abs/1107.11582011
423491,9047448abs/1002.00352010
1193202,9047448abs/1201.54262012
817279,9047088262001
144781,9047448abs/1407.26832014
175164,904697631993
934836,9047448abs/1702.055682017
853,904704382014
344197,9047417611992
1175854,9047448abs/1612.079572016
168182,9046963782014
959361,9047448cs.MS/00040042000
79159,9047448abs/1412.67532014
1070072,9047448abs/1311.34292013
43424,9047448abs/1709.068872017
1215553,9047448abs/1504.055352015
32706,9047448abs/1404.23462014
136090,90465911031988
227542,904737512004
227058,9047448abs/1701.034772017
82517,9047448abs/1810.087192018
129510,9047448abs/1807.113202018
196726,9047448abs/0909.14282009
1175024,9047364481990
594103,9047201102013
84572,9047448abs/1707.067442017
1043620,9047448abs/1708.093282017
1213770,9046689491990
772676,9047448abs/1610.071412016
479342,9047448abs/1401.75942014
89958,90472541062017
442014,9047448abs/1603.040552016
1090038,9046565132004
1037617,904720172011
637725,9047448abs/1702.005482017
921354,9047448abs/1807.096712018
1007180,9046861112005
483010,9047448abs/1210.07722012
1076265,9047448abs/1706.074502017
607574,9047448abs/1604.004912016
738740,9047448abs/1812.042462018
527889,9047448abs/1809.063292018
52174,9047448abs/1702.002682017
177000,9047448abs/1703.070742017
1055836,9047448abs/1608.042672016
1042706,9047448abs/1405.02932014
310250,9047448abs/1505.012592015
1155388,904690182014
1178453,9047119432009
147235,9047448abs/1505.028672015
262085,9046554192010
822872,9047420172008
1201915,9047448abs/1507.061892015
621842,9047448abs/1305.74402013
41643,9047448abs/1412.08832014
439208,9047448abs/1610.003242016
1070287,9047448abs/1212.69582012
567595,9047448abs/1005.46522010
378760,9047448abs/1504.063052015
356140,9046877562016
162564,90467911532018
849236,9047448abs/1202.65622012
1134870,9046725132009
302449,9047448abs/1812.001922018
